Nivel,Probabilidad
1013,6.66148973749924e-07
1014,1.90328278214264e-07
1015,9.5164139107132e-08
1016,6.66148973749924e-07
1017,9.5164139107132e-08
1018,6.66148973749924e-07
1019,2.85492417321396e-07
1020,3.80656556428528e-07
1021,1.90328278214264e-07
1022,4.7582069553566e-07
1023,5.70984834642792e-07
1024,9.5164139107132e-08
1025,9.5164139107132e-08
1026,4.7582069553566e-07
1027,3.80656556428528e-07
1028,5.70984834642792e-07
1029,5.70984834642792e-07
1030,5.70984834642792e-07
1031,0
1032,3.80656556428528e-07
1033,1.90328278214264e-07
1034,9.5164139107132e-08
1035,1.90328278214264e-07
1036,8.56477251964188e-07
1037,3.80656556428528e-07
1038,1.90328278214264e-07
1039,8.56477251964188e-07
1040,2.85492417321396e-07
1041,2.85492417321396e-07
1042,4.7582069553566e-07
1043,2.85492417321396e-07
1044,5.70984834642792e-07
1045,3.80656556428528e-07
1046,2.85492417321396e-07
1047,3.80656556428528e-07
1048,2.85492417321396e-07
1049,5.70984834642792e-07
1050,4.7582069553566e-07
1051,1.90328278214264e-07
1052,9.5164139107132e-08
1053,0
1054,5.70984834642792e-07
1055,3.80656556428528e-07
1056,1.90328278214264e-07
1057,3.80656556428528e-07
1058,1.90328278214264e-07
1059,3.80656556428528e-07
1060,8.56477251964188e-07
1061,2.85492417321396e-07
1062,7.61313112857056e-07
1063,1.90328278214264e-07
1064,3.80656556428528e-07
1065,9.5164139107132e-08
1066,4.7582069553566e-07
1067,0
1068,9.5164139107132e-08
1069,1.04680553017845e-06
1070,2.85492417321396e-07
1071,2.85492417321396e-07
1072,1.90328278214264e-07
1073,2.85492417321396e-07
1074,4.7582069553566e-07
1075,3.80656556428528e-07
1076,2.85492417321396e-07
1077,2.85492417321396e-07
1078,8.56477251964188e-07
1079,2.85492417321396e-07
1080,6.66148973749924e-07
1081,4.7582069553566e-07
1082,3.80656556428528e-07
1083,3.80656556428528e-07
1084,0
1085,2.85492417321396e-07
1086,4.7582069553566e-07
1087,3.80656556428528e-07
1088,5.70984834642792e-07
1089,0
1090,4.7582069553566e-07
1091,1.90328278214264e-07
1092,1.90328278214264e-07
1093,2.85492417321396e-07
1094,9.5164139107132e-08
1095,4.7582069553566e-07
1096,5.70984834642792e-07
1097,3.80656556428528e-07
1098,1.90328278214264e-07
1099,4.7582069553566e-07
1100,1.90328278214264e-07
1101,4.7582069553566e-07
1102,3.80656556428528e-07
1103,2.85492417321396e-07
1104,4.7582069553566e-07
1105,9.5164139107132e-08
1106,3.80656556428528e-07
1107,9.5164139107132e-08
1108,1.90328278214264e-07
1109,4.7582069553566e-07
1110,3.80656556428528e-07
1111,4.7582069553566e-07
1112,2.85492417321396e-07
1113,1.90328278214264e-07
